id,skill_set,subcategory 
2521,"('creative-writing', 'technical-translation', 'social-media')","Translation
"
2522,"('creative-writing', 'technical-translation', 'social-media')","Proofreading
"
2523,"('creative-writing', 'technical-translation', 'social-media')","Novel / Short Story
"
2524,"('creative-writing', 'technical-translation', 'social-media')","Document Typing
"
2525,"('creative-writing', 'technical-translation', 'social-media')",Interpreter
2526,"('creative-writing', 'technical-translation', 'proofreading')","Write Content
"
2527,"('creative-writing', 'technical-translation', 'proofreading')","Translation
"
2528,"('creative-writing', 'technical-translation', 'proofreading')","Proofreading
"
2529,"('creative-writing', 'technical-translation', 'proofreading')","Novel / Short Story
"
2530,"('creative-writing', 'technical-translation', 'proofreading')","Document Typing
"
2531,"('creative-writing', 'technical-translation', 'proofreading')",Interpreter
2532,"('creative-writing', 'technical-translation', 'education')","Write Content
"
2533,"('creative-writing', 'technical-translation', 'education')","Translation
"
2534,"('creative-writing', 'technical-translation', 'education')","Proofreading
"
2535,"('creative-writing', 'technical-translation', 'education')","Novel / Short Story
"
2536,"('creative-writing', 'technical-translation', 'education')","Document Typing
"
2537,"('creative-writing', 'technical-translation', 'education')",Interpreter
2538,"('creative-writing', 'technical-translation', 'multilingual')","Write Content
"
2539,"('creative-writing', 'technical-translation', 'multilingual')","Translation
"
2540,"('creative-writing', 'technical-translation', 'multilingual')","Proofreading
"
2541,"('creative-writing', 'technical-translation', 'multilingual')","Novel / Short Story
"
2542,"('creative-writing', 'technical-translation', 'multilingual')","Document Typing
"
2543,"('creative-writing', 'technical-translation', 'multilingual')",Interpreter
2544,"('creative-writing', 'multilingual', 'translation')","Write Content
"
2545,"('creative-writing', 'multilingual', 'translation')","Translation
"
2546,"('creative-writing', 'multilingual', 'translation')","Proofreading
"
2547,"('creative-writing', 'multilingual', 'translation')","Novel / Short Story
"
2548,"('creative-writing', 'multilingual', 'translation')","Document Typing
"
2549,"('creative-writing', 'multilingual', 'translation')",Interpreter
2550,"('creative-writing', 'multilingual', 'editing')","Write Content
"
2551,"('creative-writing', 'multilingual', 'editing')","Translation
"
2552,"('creative-writing', 'multilingual', 'editing')","Proofreading
"
2553,"('creative-writing', 'multilingual', 'editing')","Novel / Short Story
"
2554,"('creative-writing', 'multilingual', 'editing')","Document Typing
"
2555,"('creative-writing', 'multilingual', 'editing')",Interpreter
2556,"('creative-writing', 'multilingual', 'blogging')","Write Content
"
2557,"('creative-writing', 'multilingual', 'blogging')","Translation
"
2558,"('creative-writing', 'multilingual', 'blogging')","Proofreading
"
2559,"('creative-writing', 'multilingual', 'blogging')","Novel / Short Story
"
2560,"('creative-writing', 'multilingual', 'blogging')","Document Typing
"
2561,"('creative-writing', 'multilingual', 'blogging')",Interpreter
2562,"('creative-writing', 'multilingual', 'interpreting')","Write Content
"
2563,"('creative-writing', 'multilingual', 'interpreting')","Translation
"
2564,"('creative-writing', 'multilingual', 'interpreting')","Proofreading
"
2565,"('creative-writing', 'multilingual', 'interpreting')","Novel / Short Story
"
2566,"('creative-writing', 'multilingual', 'interpreting')","Document Typing
"
2567,"('creative-writing', 'multilingual', 'interpreting')",Interpreter
2568,"('creative-writing', 'multilingual', 'social-media')","Write Content
"
2569,"('creative-writing', 'multilingual', 'social-media')","Translation
"
2570,"('creative-writing', 'multilingual', 'social-media')","Proofreading
"
2571,"('creative-writing', 'multilingual', 'social-media')","Novel / Short Story
"
2572,"('creative-writing', 'multilingual', 'social-media')","Document Typing
"
2573,"('creative-writing', 'multilingual', 'social-media')",Interpreter
2574,"('creative-writing', 'multilingual', 'proofreading')","Write Content
"
2575,"('creative-writing', 'multilingual', 'proofreading')","Translation
"
2576,"('creative-writing', 'multilingual', 'proofreading')","Proofreading
"
2577,"('creative-writing', 'multilingual', 'proofreading')","Novel / Short Story
"
2578,"('creative-writing', 'multilingual', 'proofreading')","Document Typing
"
2579,"('creative-writing', 'multilingual', 'proofreading')",Interpreter
2580,"('creative-writing', 'multilingual', 'education')","Write Content
"
2581,"('creative-writing', 'multilingual', 'education')","Translation
"
2582,"('creative-writing', 'multilingual', 'education')","Proofreading
"
2583,"('creative-writing', 'multilingual', 'education')","Novel / Short Story
"
2584,"('creative-writing', 'multilingual', 'education')","Document Typing
"
2585,"('creative-writing', 'multilingual', 'education')",Interpreter
2586,"('creative-writing', 'multilingual', 'technical-translation')","Write Content
"
2587,"('creative-writing', 'multilingual', 'technical-translation')","Translation
"
2588,"('creative-writing', 'multilingual', 'technical-translation')","Proofreading
"
2589,"('creative-writing', 'multilingual', 'technical-translation')","Novel / Short Story
"
2590,"('creative-writing', 'multilingual', 'technical-translation')","Document Typing
"
2591,"('creative-writing', 'multilingual', 'technical-translation')",Interpreter
2592,"('proofreading', 'translation', 'editing')","Write Content
"
2593,"('proofreading', 'translation', 'editing')","Translation
"
2594,"('proofreading', 'translation', 'editing')","Proofreading
"
2595,"('proofreading', 'translation', 'editing')","Novel / Short Story
"
2596,"('proofreading', 'translation', 'editing')","Document Typing
"
2597,"('proofreading', 'translation', 'editing')",Interpreter
2598,"('proofreading', 'translation', 'blogging')","Write Content
"
2599,"('proofreading', 'translation', 'blogging')","Translation
"
2600,"('proofreading', 'translation', 'blogging')","Proofreading
"
2601,"('proofreading', 'translation', 'blogging')","Novel / Short Story
"
2602,"('proofreading', 'translation', 'blogging')","Document Typing
"
2603,"('proofreading', 'translation', 'blogging')",Interpreter
2604,"('proofreading', 'translation', 'interpreting')","Write Content
"
2605,"('proofreading', 'translation', 'interpreting')","Translation
"
2606,"('proofreading', 'translation', 'interpreting')","Proofreading
"
2607,"('proofreading', 'translation', 'interpreting')","Novel / Short Story
"
2608,"('proofreading', 'translation', 'interpreting')","Document Typing
"
2609,"('proofreading', 'translation', 'interpreting')",Interpreter
2610,"('proofreading', 'translation', 'social-media')","Write Content
"
2611,"('proofreading', 'translation', 'social-media')","Translation
"
2612,"('proofreading', 'translation', 'social-media')","Proofreading
"
2613,"('proofreading', 'translation', 'social-media')","Novel / Short Story
"
2614,"('proofreading', 'translation', 'social-media')","Document Typing
"
2615,"('proofreading', 'translation', 'social-media')",Interpreter
2616,"('proofreading', 'translation', 'creative-writing')","Write Content
"
2617,"('proofreading', 'translation', 'creative-writing')","Translation
"
2618,"('proofreading', 'translation', 'creative-writing')","Proofreading
"
2619,"('proofreading', 'translation', 'creative-writing')","Novel / Short Story
"
2620,"('proofreading', 'translation', 'creative-writing')","Document Typing
"
2621,"('proofreading', 'translation', 'creative-writing')",Interpreter
2622,"('proofreading', 'translation', 'education')","Write Content
"
2623,"('proofreading', 'translation', 'education')","Translation
"
2624,"('proofreading', 'translation', 'education')","Proofreading
"
2625,"('proofreading', 'translation', 'education')","Novel / Short Story
"
2626,"('proofreading', 'translation', 'education')","Document Typing
"
2627,"('proofreading', 'translation', 'education')",Interpreter
2628,"('proofreading', 'translation', 'technical-translation')","Write Content
"
2629,"('proofreading', 'translation', 'technical-translation')","Translation
"
2630,"('proofreading', 'translation', 'technical-translation')","Proofreading
"
2631,"('proofreading', 'translation', 'technical-translation')","Novel / Short Story
"
2632,"('proofreading', 'translation', 'technical-translation')","Document Typing
"
2633,"('proofreading', 'translation', 'technical-translation')",Interpreter
2634,"('proofreading', 'translation', 'multilingual')","Write Content
"
2635,"('proofreading', 'translation', 'multilingual')","Translation
"
2636,"('proofreading', 'translation', 'multilingual')","Proofreading
"
2637,"('proofreading', 'translation', 'multilingual')","Novel / Short Story
"
2638,"('proofreading', 'translation', 'multilingual')","Document Typing
"
2639,"('proofreading', 'translation', 'multilingual')",Interpreter
2640,"('proofreading', 'editing', 'translation')","Write Content
"
2641,"('proofreading', 'editing', 'translation')","Translation
"
2642,"('proofreading', 'editing', 'translation')","Proofreading
"
2643,"('proofreading', 'editing', 'translation')","Novel / Short Story
"
2644,"('proofreading', 'editing', 'translation')","Document Typing
"
2645,"('proofreading', 'editing', 'translation')",Interpreter
2646,"('proofreading', 'editing', 'blogging')","Write Content
"
2647,"('proofreading', 'editing', 'blogging')","Translation
"
2648,"('proofreading', 'editing', 'blogging')","Proofreading
"
2649,"('proofreading', 'editing', 'blogging')","Novel / Short Story
"
2650,"('proofreading', 'editing', 'blogging')","Document Typing
"
2651,"('proofreading', 'editing', 'blogging')",Interpreter
2652,"('proofreading', 'editing', 'interpreting')","Write Content
"
